id,start_count,end_count,combined_count,name,lat,long
OK-F2-2,140,147,287,Market St at 45th St,37.834174,-122.272968
OK-F3,190,149,339,West St at 40th St,37.8302232,-122.2709501
OK-F4,1688,1710,3398,MacArthur BART,37.8285951,-122.2663493
OK-F5,317,279,596,Broadway at 40th St,37.8277573,-122.2567156
OK-F5-1,211,192,403,Webster St at 40th St,37.82876385742399,-122.26075912464113
OK-F6,670,686,1356,40th St at Piedmont Ave,37.825785004382006,-122.25346968515623
OK-G2,243,231,474,Market St at 40th St,37.8305452,-122.2739367
OK-G3,103,120,223,37th St at West St,37.82669558640968,-122.27179706096648
OK-G4,132,117,249,MacArthur Blvd at Telegraph Ave,37.8262863,-122.2651002
OK-G5,214,207,421,Mosswood Park,37.82489252995112,-122.26043654610294
OK-G6,266,254,520,Piedmont Ave at MacArthur Blvd,37.823143222649385,-122.2569505732544
OK-H15,80,73,153,Fruitvale Ave at MacArthur Blvd,37.80062512497625,-122.2161109214726
OK-H16,91,94,185,MacArthur Blvd at Hopkins Pl,37.79856714075992,-122.20808543953552
OK-H2,238,237,475,32nd St at Adeline St,37.8238474,-122.2811926
OK-H2-2,41,46,87,Brockhurst St at San Pablo Ave,37.82352279021405,-122.27718830108644
OK-H3-2,162,180,342,West St at Brockhurst St,37.82268385945021,-122.27292420364392
OK-H4-3,87,59,146,34th St at Telegraph Ave,37.82246767714513,-122.26597130298616
OK-H5,682,674,1356,Broadway at 30th St,37.8193814,-122.2619284
OK-H9-1,493,524,1017,Grand Ave at Santa Clara Ave,37.8127441,-122.2472152
OK-H9-2,369,382,751,Lakeshore Ave at Trestle Glen Rd,37.8110807,-122.2432677
OK-I17,1,1,2,Brookdale Ave at 35th Ave,37.788436,-122.210008
OK-I18,25,27,52,Magee Ave at MacArthur Blvd,37.793446,-122.199504
OK-I3,57,49,106,27th St at San Pablo Ave,37.8178861054494,-122.27595852149544
OK-I4,29,33,62,MLK Jr Way at 27th St,37.817350256930574,-122.27147850614034
OK-I5,342,318,660,Telegraph Ave at 27th St,37.816073115011406,-122.26788640022278
OK-I6,949,966,1915,Bay Pl at Vernon St,37.81225021872637,-122.2607185732995
OK-I6-2,368,349,717,26th St at Broadway,37.81482406413866,-122.26424569694971
OK-I8,748,776,1524,Grand Ave at Perkins St,37.80889393398715,-122.25646018981932
OK-I9,753,851,1604,El Embarcadero at Grand Ave,37.808715,-122.2492512
OK-J16,44,43,87,Lynde St at Fruitvale Ave,37.791142,-122.219512
OK-J3,80,79,159,24th St at Market St,37.8160598,-122.2782444
OK-J4,74,73,147,Isabella St at San Pablo Ave,37.81498823042416,-122.2748440504074
OK-J5,477,504,981,23rd St at Telegraph Ave,37.81258108581741,-122.2685730457306
OK-J6-1,731,756,1487,Grand Ave at Webster St,37.8113768,-122.2651925
OK-J6-2,297,317,614,Snow Park,37.80781318217903,-122.26449608802795
OK-J9,403,403,806,Brooklyn Ave at Lakeshore Ave,37.80513288481057,-122.2503679309362
OK-K1,227,238,465,Raimondi Park,37.81493053721438,-122.292953407218
OK-K1-2,333,340,673,Mandela Parkway at W Grand Ave,37.81577852302503,-122.2894739973806
OK-K10,349,327,676,21st St at 5th Ave,37.800459411713945,-122.24745869636536
OK-K11,78,93,171,11th Ave at 19th St,37.79456581381641,-122.24442771710704
OK-K12,8,7,15,16th Ave at E 21st St,37.793449,-122.239736
OK-K14,7,4,11,E 21st St at 23rd Ave,37.78856066343691,-122.2315811650537
OK-K17,12,17,29,Foothill Blvd at Harrington Ave,37.77993,-122.2177284
OK-K2,222,223,445,DeFremery Park,37.8123315,-122.2851712
OK-K3,159,175,334,Marston Campbell Park,37.8098236,-122.2801923
OK-K4,117,114,231,San Pablo Ave at MLK Jr Way,37.8113514,-122.2734217
OK-K5-1,533,530,1063,Telegraph Ave at 19th St,37.8087021,-122.2699271
OK-K5-2,1185,1165,2350,19th Street BART,37.80936861213485,-122.26795077323914
OK-K6,344,370,714,Webster St at 19th St,37.807216525,-122.266566157
OK-K7,428,425,853,Madison St at 17th St,37.8040367840236,-122.26240932941435
OK-K9,401,429,830,2nd Ave at E 18th St,37.8002135669698,-122.25381016731262
OK-K9-2,171,178,349,E 18th St at 4th Ave,37.79920674125079,-122.25129128429244
OK-L0,192,200,392,Willow Park,37.81236254956572,-122.29609629373002
OK-L1,210,198,408,14th St at Mandela Pkwy,37.8107432,-122.2914153
OK-L10,57,57,114,6th Ave at E 12th St,37.794416666,-122.253739476
OK-L11,54,50,104,10th Ave at E 15th St,37.7927143,-122.2487796
OK-L12,43,57,100,San Antonio Park,37.79013985185364,-122.24237322807312
OK-L14,35,32,67,23rd Ave at Foothill Blvd,37.7851915,-122.2343822
OK-L16,25,25,50,Foothill Blvd at Fruitvale Ave,37.7837569,-122.2226033
OK-L19,24,28,52,Bond St at High St,37.77415256430236,-122.21239820122716
OK-L3,78,81,159,14th St at Filbert St,37.80874983465997,-122.28328227996823
OK-L4,343,337,680,Jefferson St at 14th St,37.805207,-122.275156
OK-L5,758,717,1475,Frank H Ogawa Plaza,37.8045623549303,-122.27173805236816
OK-L6,382,359,741,Franklin St at 13th St,37.80303013575619,-122.27049618959428
OK-L6-2,280,265,545,13th St at Webster St,37.802688402040665,-122.26914636790752
OK-L7,155,140,295,Jackson St at 11th St,37.80000163118878,-122.26643800735472
OK-L7-2,433,388,821,Lakeside Dr at 14th St,37.8013189,-122.2626418
OK-L8,250,264,514,10th St at Fallon St,37.7976728,-122.2629973
OK-L8-2,207,179,386,Lakeshore Ave,37.79889596098421,-122.25869433497589
OK-L9,174,150,324,4th Ave at E 12th St,37.795913,-122.255547
OK-M14,13,16,29,26th Ave at International Blvd,37.781123,-122.2329915
OK-M16,40,41,81,Farnam St at Fruitvale Ave,37.778058,-122.2254
OK-M3,101,101,202,10th St at Chestnut St,37.8063553,-122.2860187
OK-M5,331,331,662,Washington St at 8th St,37.8007544,-122.2748943
OK-M6,360,376,736,Franklin St at 9th St,37.8005161,-122.2720799
OK-M7,1042,923,1965,Lake Merritt BART,37.7973195,-122.2653199
OK-N1,1438,1395,2833,West Oakland BART,37.8051895,-122.29461686454056
OK-N10,381,411,792,Brooklyn Basin,37.78744096071392,-122.25555462691868
OK-N17,147,145,292,Fruitvale BART,37.7752321,-122.2244982
OK-N5,313,346,659,Jack London Square,37.796248,-122.279352
OK-N6,462,502,964,Webster St at 2nd St,37.795194764385954,-122.27396965026855
OK-N7,248,268,516,Second St at Oak St,37.79283145949592,-122.26827767083098
